thermoreg_reading,enzyme_activity_index,dual_lobe_signal,stress_variability,habitat_zone,activity_score,fasting_flag,health_outcome,calibration_tag,diagnostic_noise
43.8,95.0,-2.3000000000000003,-9.0,C1,1.0,1.0,0,A,0.1265382795631321
45.8,0.0,1.3,-7.9,C1,3.0,0.0,0,A,1.61479398140397
49.8,74.0,2.0,-6.4,,1.0,0.0,0,A,-0.0241354632122131
60.900000000000006,137.0,4.7,-7.1000000000000005,C3,4.0,1.0,0,A,0.8032574369859777
64.60000000000001,98.0,3.0,-3.3000000000000003,C1,3.0,0.0,1,A,-1.2694199692236798
53.7,120.0,,-1.5,C1,1.0,1.0,1,A,0.3372108128864021
47.1,119.0,-0.8,2.2,C1,5.0,0.0,1,A,-0.3835294151148133
70.10000000000001,131.0,-2.3000000000000003,-3.4000000000000004,C1,4.0,0.0,0,A,1.6776012931841824
46.7,47.0,3.3000000000000003,2.3000000000000003,C2,3.0,0.0,1,A,0.5444059499176792
45.6,73.0,-0.9,3.0,C3,,1.0,0,A,
36.0,95.0,-3.3000000000000003,-16.5,C5,4.0,1.0,0,A,-0.0358947611911449
,153.0,4.800000000000001,4.3,C1,1.0,1.0,0,A,-0.5355570841838283
57.900000000000006,57.0,5.7,,C1,3.0,0.0,1,A,-0.6653266693302928
,135.0,6.0,7.1000000000000005,C3,2.0,0.0,0,A,-0.1147434582363153
39.0,42.0,5.4,-4.5,,5.0,1.0,0,A,0.143188807275349
61.8,122.0,0.6000000000000001,-3.5,C2,3.0,0.0,0,,-1.1425594491466995
50.7,97.0,2.0,-3.8,C3,4.0,0.0,1,,-1.467967463369525
56.6,175.0,4.4,-3.2,C2,1.0,0.0,0,A,0.6325009967332647
37.0,64.0,0.9,8.9,C2,3.0,1.0,1,A,0.3324919617941131
61.900000000000006,148.0,6.2,1.4,C2,1.0,0.0,0,A,0.0719850370674486
56.5,138.0,6.0,7.5,C2,3.0,0.0,0,,
49.8,95.0,3.1,4.1000000000000005,C1,3.0,1.0,1,A,-0.4200749763122485
55.3,112.0,4.3,-3.9,C1,3.0,1.0,1,A,-0.1588997860227365
44.0,90.0,0.4,-3.5,C3,2.0,0.0,0,A,1.5564997275588923
45.5,73.0,5.6000000000000005,3.6,C1,,0.0,1,A,-0.9031423197684384
46.400000000000006,72.0,1.0,1.0,C1,4.0,0.0,1,A,1.5916667461446623
35.300000000000004,64.0,1.3,0.9,C2,1.0,0.0,0,A,0.6114586511025921
57.1,81.0,3.4000000000000004,8.8,C2,4.0,0.0,1,A,0.7082729222651786
59.7,103.0,1.5,3.6,C1,4.0,0.0,1,A,-0.1514387346593429
44.5,86.0,-1.0,0.3,C4,4.0,0.0,1,A,1.006446120883932
52.900000000000006,109.0,0.3,2.8000000000000003,C1,5.0,1.0,1,A,0.3712472648758315
48.0,109.0,2.2,6.1000000000000005,C4,2.0,1.0,0,A,-0.8881037979046742
,100.0,-2.5,-6.4,C5,3.0,1.0,1,A,
45.1,71.0,4.6000000000000005,-4.3,,3.0,0.0,0,A,-0.3981854538287721
43.1,100.0,5.300000000000001,0.5,C1,3.0,1.0,1,A,0.4988370561487083
58.6,136.0,1.2000000000000002,-6.4,C1,3.0,1.0,1,A,0.0102552152035235
49.6,86.0,5.7,-0.8,C4,5.0,0.0,1,A,-0.0858063757186727
66.3,101.0,,3.0,C5,3.0,0.0,1,A,-1.0399400938215235
50.5,89.0,-3.2,-6.800000000000001,C2,5.0,0.0,1,A,0.5176854126728666
42.7,83.0,4.6000000000000005,,,3.0,1.0,1,A,-0.2979032342601738
60.0,148.0,-3.2,-3.1,C3,4.0,0.0,0,A,-0.5051324534992572
55.2,,-3.5,-3.1,C2,2.0,0.0,1,A,
,110.0,1.7000000000000002,-5.5,C4,2.0,0.0,1,A,0.3963422404235526
59.7,168.0,3.0,-2.7,C2,5.0,0.0,0,A,
44.900000000000006,91.0,3.5,-6.6000000000000005,C2,4.0,,0,A,-1.2734401208768895
49.1,137.0,3.1,3.5,C3,3.0,1.0,0,A,0.4636107560503156
,131.0,1.0,7.4,C3,3.0,0.0,0,A,-0.6243881313860545
,114.0,3.1,1.9,C2,2.0,0.0,0,A,0.7068704377329285
48.0,105.0,2.1,1.3,C2,2.0,1.0,1,A,-0.6011706010164158
60.900000000000006,122.0,-0.9,,C1,2.0,1.0,1,A,1.3203063026929809
52.1,104.0,,0.4,C1,5.0,1.0,1,,0.3384755368089253
39.400000000000006,105.0,4.7,7.9,C2,2.0,1.0,1,A,-1.4777978664184237
37.7,58.0,3.3000000000000003,1.7000000000000002,C2,3.0,0.0,1,A,0.2065409937933053
,116.0,1.7000000000000002,2.6,C1,,0.0,0,A,-2.956689029772943
49.400000000000006,144.0,0.5,4.3,C1,3.0,1.0,0,A,-0.8539826584805399
45.0,108.0,-0.9,2.3000000000000003,C1,4.0,0.0,0,A,0.6629274524492978
48.0,122.0,5.1000000000000005,3.0,C4,2.0,0.0,0,A,-0.693320399689026
38.3,48.0,3.2,1.6,C3,2.0,1.0,0,A,0.1770286419508081
61.6,108.0,5.7,1.7000000000000002,C1,3.0,0.0,0,A,0.7808002445087132
47.0,104.0,-3.5,-2.6,C3,3.0,0.0,1,A,0.5201776072206323
61.1,118.0,,-4.1000000000000005,C2,5.0,1.0,1,,1.2121706177968223
129.91867350217316,68.0,-2.3000000000000003,-2.1,C2,3.0,0.0,1,A,-0.8779122290173897
61.6,,1.7000000000000002,4.3,,4.0,0.0,0,A,-0.2248923161256545
52.2,133.0,3.8,-5.5,C2,5.0,1.0,1,,0.261202739301078
57.0,104.0,2.9000000000000004,-6.9,C1,1.0,0.0,1,A,0.5606274978428393
55.900000000000006,132.0,4.1000000000000005,1.8,C3,2.0,1.0,0,A,-1.2125551807648485
55.1,164.0,3.8,4.5,C1,1.0,0.0,0,A,-1.360868433238776
52.900000000000006,146.0,-5.2,-4.9,C5,5.0,0.0,1,A,-1.6021527187192426
48.3,91.0,,-2.6,C5,2.0,1.0,1,A,-0.3301384210344156
65.5,96.0,2.6,4.4,C1,3.0,0.0,0,A,0.4119242477410488
42.900000000000006,94.0,3.6,9.6,C3,3.0,1.0,0,A,-0.3624379824879024
50.2,164.0,-2.8000000000000003,-7.7,C5,,1.0,1,A,-0.0795606492215004
50.3,137.0,-0.7000000000000001,-5.300000000000001,C4,2.0,0.0,1,A,0.7572645418054191
53.400000000000006,,7.800000000000001,5.300000000000001,C1,1.0,0.0,1,A,-1.718410013969098
46.7,137.0,-0.2,-2.3000000000000003,C1,2.0,0.0,1,A,-0.6688165179483537
52.7,136.0,-2.7,1.2000000000000002,C2,3.0,1.0,1,A,-1.6111724749075524
48.8,47.0,-0.8,-1.1,C2,3.0,1.0,0,A,0.9614491379593892
37.5,108.0,4.6000000000000005,1.2000000000000002,,2.0,0.0,1,A,0.1136641151399232
50.2,104.0,-0.6000000000000001,,C1,1.0,1.0,1,A,1.1626333713833563
41.3,62.0,5.0,-3.7,C2,1.0,0.0,0,A,-2.242851255918262
36.3,79.0,1.2000000000000002,5.300000000000001,C1,5.0,1.0,1,A,-1.5273746953006526
51.3,113.0,5.2,5.6000000000000005,C2,1.0,0.0,0,A,-0.7891729372166607
54.1,,-1.8,-3.6,C1,2.0,0.0,1,A,0.0989279008298975
54.400000000000006,104.0,4.2,,C2,1.0,,0,A,0.1490782727370543
54.7,99.0,-1.1,-3.1,C2,1.0,0.0,1,A,0.50392421834855
34.7,96.0,-0.5,-9.6,C2,3.0,0.0,0,,0.4289527263793806
39.3,74.0,0.7000000000000001,-7.0,C1,5.0,0.0,0,A,-1.2265928297779705
,81.0,,-3.9,C2,2.0,1.0,1,A,-0.9015889240347508
41.8,74.0,4.6000000000000005,1.5,C1,4.0,1.0,1,A,-0.8720581109627763
,83.0,-1.6,-3.0,C1,4.0,0.0,1,A,1.1124428990750783
44.7,56.0,6.300000000000001,11.1,C3,3.0,0.0,0,A,0.9413124447786684
50.8,133.0,-0.3,-3.0,C3,5.0,1.0,1,,0.5202572134052584
45.1,114.0,3.7,-1.6,C1,2.0,0.0,0,A,-0.2664478168447351
54.7,82.0,4.0,2.1,C5,1.0,0.0,1,A,0.220505524210516
51.3,68.0,4.7,-3.4000000000000004,C3,3.0,0.0,0,A,0.1668830819916931
46.6,92.0,2.7,1.4,C4,3.0,1.0,1,A,2.13777241590407
41.8,51.0,-0.0,-4.7,C2,2.0,0.0,0,,0.6983953963004295
52.3,97.0,3.6,2.5,C2,5.0,0.0,1,A,-0.7761220534211329
40.5,86.0,5.300000000000001,2.3000000000000003,C3,1.0,1.0,0,A,
,114.0,5.1000000000000005,2.3000000000000003,C2,5.0,1.0,1,A,-1.990641516399268
71.2,145.0,2.9000000000000004,3.6,C3,3.0,1.0,0,A,1.0780345246477077
61.0,98.0,4.1000000000000005,5.1000000000000005,C2,4.0,0.0,0,A,-1.0762985224022836
55.900000000000006,112.0,3.3000000000000003,9.9,C1,2.0,1.0,0,A,0.1436141330189028
49.5,134.0,2.3000000000000003,3.4000000000000004,C4,3.0,1.0,0,A,-1.3667786095803878
34.6,18.0,0.9,-1.8,C2,,1.0,0,A,0.3977490435828982
39.6,91.0,-0.7000000000000001,-4.9,C3,3.0,1.0,0,A,
,86.0,3.4000000000000004,,C2,5.0,0.0,1,A,
43.8,128.0,6.800000000000001,10.5,C2,3.0,0.0,0,A,-0.6872841586927116
44.6,113.0,6.300000000000001,7.5,C3,1.0,0.0,0,A,2.3619743864595044
48.8,119.0,2.5,-2.4000000000000004,C2,4.0,1.0,1,A,0.6257712183303069
41.7,63.0,3.3000000000000003,,C1,3.0,1.0,1,A,0.2985023498970966
40.3,91.0,,1.9,C1,4.0,1.0,1,B,
49.8,110.0,2.9000000000000004,5.4,C1,2.0,0.0,0,A,0.0515841048365445
43.0,24.0,1.4,0.9,C2,,0.0,0,A,0.7136609419740549
44.2,94.0,5.4,4.2,C2,4.0,0.0,1,A,0.1120106335066634
43.900000000000006,106.0,3.3000000000000003,-3.8,C1,5.0,1.0,1,A,0.8125488789416669
54.3,69.0,4.800000000000001,5.9,C1,2.0,1.0,1,A,-0.4329804858347623
48.3,113.0,6.0,-2.2,C3,2.0,1.0,0,A,0.5125616250446459
48.7,101.0,4.9,3.1,C1,3.0,,0,A,0.0345443012174613
54.900000000000006,146.0,-0.6000000000000001,,C2,4.0,0.0,1,A,0.4645403383536646
,87.0,3.5,-1.2000000000000002,C2,3.0,0.0,1,A,0.0410980068223856
47.900000000000006,101.0,-3.3000000000000003,-2.1,C2,5.0,0.0,1,A,-0.4057855015160004
53.900000000000006,116.0,0.0,-1.6,C1,5.0,1.0,1,A,-0.0729325976116098
55.5,34.0,4.7,-7.6,C3,5.0,,0,A,0.0574948210686668
49.0,89.0,4.4,1.4,C1,,0.0,1,A,0.1582392519837925
,104.0,-0.8,-3.9,C3,2.0,1.0,0,A,-1.326126775658386
43.900000000000006,,3.6,6.800000000000001,C2,2.0,0.0,1,A,0.5512260316203074
43.3,182.9350428687196,-0.6000000000000001,-7.4,C2,5.0,1.0,0,A,-0.279758684176854
56.3,113.0,2.7,8.8,C2,4.0,0.0,0,A,0.8114562202441967
53.7,109.0,5.0,6.4,C5,1.0,1.0,1,A,0.4364558015341777
53.8,,3.8,0.5,,3.0,1.0,1,A,
52.400000000000006,,3.2,-0.6000000000000001,C1,5.0,1.0,1,A,-0.8556299789921248
50.5,102.0,3.3000000000000003,-1.4,C2,2.0,0.0,1,A,0.4820224885734553
55.7,133.0,5.1000000000000005,4.2,,3.0,,0,A,-0.2005062547724898
,115.0,-1.7000000000000002,-6.5,C1,4.0,1.0,1,A,-0.0717735150546668
57.5,63.0,3.7,1.1,C4,1.0,0.0,1,A,-0.1672610205508684
49.400000000000006,100.0,5.6000000000000005,-1.3,C1,3.0,0.0,1,A,0.9442623997798834
61.3,121.0,-5.0,-3.0,C5,5.0,1.0,1,A,0.1491094388553334
52.0,128.0,5.7,4.1000000000000005,,1.0,1.0,0,A,-0.5682932676283299
55.2,100.0,-4.6000000000000005,-7.6,C2,3.0,1.0,1,A,-0.6705158730704892
52.400000000000006,78.0,4.4,1.2000000000000002,C3,5.0,1.0,1,A,-0.5493073968180437
52.1,77.0,-2.3000000000000003,-6.6000000000000005,C1,,1.0,1,A,0.4359420750324988
44.3,129.0,6.300000000000001,5.300000000000001,C2,2.0,1.0,0,A,-1.649733680289834
55.8,118.0,6.2,-1.5,C1,4.0,1.0,1,A,-0.5412524888479661
72.9,176.0,1.8,3.8,C1,2.0,0.0,0,A,-0.5543894875515128
47.2,137.0,3.5,2.2,C3,2.0,0.0,0,A,0.5198691277987235
,81.0,-0.9,-4.3,C1,,0.0,1,A,-0.8823542104002801
46.6,72.0,5.4,5.7,C2,5.0,0.0,1,A,-0.2122913756346095
46.3,,6.300000000000001,5.6000000000000005,C2,4.0,1.0,1,A,-0.2645157630579414
,138.0,,-5.9,C5,1.0,1.0,1,A,0.0270720656172357
44.8,54.0,1.8,5.5,C4,2.0,0.0,0,A,-1.1367610683794154
46.400000000000006,106.0,-1.3,-13.3,C1,5.0,1.0,0,A,1.070246738139715
37.5,90.0,-1.5,1.7000000000000002,C4,4.0,0.0,1,A,2.5797777422096697
44.1,60.0,4.6000000000000005,1.7000000000000002,C1,2.0,1.0,1,A,
36.5,48.0,1.5,3.9,C2,4.0,1.0,0,A,0.9117611154947372
,326.9900968179023,4.5,8.5,C4,1.0,0.0,0,A,
72.60000000000001,194.0,3.3000000000000003,-0.5,C1,1.0,0.0,0,A,0.8743980227896064
47.2,87.0,,-0.2,C3,5.0,0.0,0,B,-0.1568148512178479
36.8,,3.4000000000000004,2.7,C1,3.0,0.0,1,A,0.8349089425757344
57.400000000000006,96.0,0.2,-6.2,C4,1.0,1.0,1,A,1.146893616160232
44.3,97.0,4.6000000000000005,1.0,C2,3.0,0.0,1,A,1.2268632809398612
,101.0,4.3,,C1,3.0,0.0,1,A,-1.2125878197473958
47.900000000000006,90.0,5.5,-1.9,C1,5.0,0.0,1,,0.2951373088339226
45.1,158.0,-1.5,,C3,1.0,0.0,0,A,1.474406106498046
48.7,101.0,0.2,1.7000000000000002,C3,4.0,0.0,0,A,1.3809413926617569
56.2,68.0,6.4,6.9,C3,4.0,0.0,1,A,-0.2687220084364665
48.3,115.0,3.3000000000000003,0.6000000000000001,C2,4.0,1.0,1,A,-0.6765293896630932
46.2,124.0,1.2000000000000002,-0.3,C2,4.0,1.0,1,A,2.032071433939116
48.6,116.0,5.7,2.1,C3,4.0,0.0,0,A,-0.2813988416885498
40.0,78.0,-0.2,-9.3,C1,3.0,1.0,0,A,0.1822213435643171
53.3,81.0,6.6000000000000005,-0.2,C1,1.0,0.0,1,A,0.7399700763549448
35.9,52.0,0.1,2.5,C1,5.0,0.0,1,B,-0.0381451818066306
46.6,89.0,-5.1000000000000005,-1.0,,2.0,0.0,0,A,-0.8120399951950424
56.2,,-3.4000000000000004,-8.200000000000001,C2,2.0,0.0,1,A,0.6007937370818514
52.6,89.0,-1.1,2.2,C1,2.0,1.0,1,A,-0.0780957808868183
54.900000000000006,,-2.2,-8.6,C4,2.0,0.0,1,A,-0.1399965210803278
49.6,124.0,-0.4,-4.1000000000000005,C2,2.0,0.0,1,A,0.641319731456275
59.5,150.0,-1.2000000000000002,-3.2,C1,2.0,0.0,0,A,0.5043073363970187
57.6,92.0,3.6,0.4,C2,3.0,,1,A,1.3556611166238652
53.7,82.0,3.0,-2.0,C5,4.0,1.0,1,A,1.0669262051708253
,115.0,5.1000000000000005,3.4000000000000004,C4,5.0,0.0,0,A,
56.2,122.0,-0.2,1.5,C2,,0.0,0,A,1.077399345370502
,96.0,0.1,-7.7,C3,5.0,0.0,0,,-0.2834286910693925
39.400000000000006,,2.0,0.7000000000000001,C2,1.0,0.0,0,A,1.8636714046137133
53.5,149.0,5.2,,C4,2.0,1.0,0,A,-1.176320653859473
54.5,102.0,4.800000000000001,0.9,C4,1.0,1.0,1,A,-0.0690115166752683
58.900000000000006,137.0,4.1000000000000005,-0.3,C1,3.0,1.0,0,A,-1.4361435331977144
42.7,102.0,3.1,-2.5,C2,5.0,0.0,1,,1.2650730568151003
42.900000000000006,91.0,,8.200000000000001,C1,2.0,1.0,0,A,0.2106721959934409
53.8,127.0,-0.1,4.6000000000000005,C3,4.0,0.0,0,A,-0.1021709144834602
49.6,79.0,,0.4,C1,4.0,0.0,1,A,-0.9095355642359314
35.1,49.0,5.9,8.6,C2,1.0,1.0,1,A,-0.9679686442667672
53.2,117.0,3.3000000000000003,-1.0,C5,3.0,0.0,1,A,-1.1917568940424663
35.300000000000004,31.0,-0.0,-2.3000000000000003,C2,1.0,1.0,0,A,-1.1201388171688915
42.6,101.0,3.7,-2.9000000000000004,C1,2.0,1.0,1,A,-0.0584024248809871
61.0,88.0,,-11.0,C1,4.0,0.0,0,A,-0.355777437882457
64.8,166.0,-3.0,-6.7,C5,2.0,1.0,1,A,1.46580185487126
40.400000000000006,73.0,7.300000000000001,3.0,C3,5.0,1.0,0,A,-1.1256667164398366
47.5,135.0,4.2,3.9,C3,4.0,1.0,0,A,-0.6300596326487998
50.5,95.0,-5.5,,C2,2.0,0.0,1,A,-0.490874934060395
64.4,118.0,3.4000000000000004,,C2,3.0,1.0,0,A,0.7176653467427612
46.2,117.0,0.1,-5.7,C2,3.0,0.0,0,A,-0.1156153756694009
46.3,102.0,3.5,-1.4,C3,3.0,0.0,0,A,-0.7785856962077794
62.6,119.0,-2.1,3.3000000000000003,C2,3.0,0.0,0,A,0.644841693090013
47.2,84.0,3.5,4.1000000000000005,C1,2.0,0.0,0,A,0.5526241784608367
,99.0,3.2,7.300000000000001,C2,5.0,0.0,0,A,-1.7662956685531286
38.3,144.0,2.8000000000000003,8.3,C3,1.0,1.0,0,A,1.1352529205307933
48.8,53.0,5.5,0.5,C1,3.0,0.0,1,A,0.4117103586689526
36.9,46.0,1.1,2.9000000000000004,C2,1.0,0.0,0,A,0.0164300490383768
41.7,118.0,4.0,-1.9,C1,3.0,0.0,1,A,0.3580023315123264
56.900000000000006,141.0,-1.6,1.4,C4,2.0,1.0,0,A,2.8323581189885747
49.8,,2.8000000000000003,4.3,C2,1.0,0.0,1,A,0.4586240455244706
47.6,,4.5,-6.6000000000000005,C3,1.0,1.0,0,A,-0.277554816878776
44.2,125.0,4.7,4.2,C2,5.0,0.0,0,A,-0.4214542989328778
48.400000000000006,69.0,4.1000000000000005,-1.7000000000000002,C4,1.0,0.0,1,A,-0.8043621169620627
52.6,91.0,-2.2,-5.0,C5,2.0,1.0,1,A,1.661252681336562
,116.0,4.800000000000001,-0.2,C1,3.0,,1,A,2.480817708925846
29.1,36.0,0.8,2.9000000000000004,C1,1.0,1.0,0,A,0.96445944395787
43.5,114.0,6.1000000000000005,0.8,C3,5.0,0.0,0,A,0.5806099607415436
51.400000000000006,,4.1000000000000005,-3.4000000000000004,C3,1.0,0.0,0,B,1.7093064766387296
49.400000000000006,75.0,6.7,0.9,C2,5.0,0.0,1,A,-0.6693703689361556
,84.0,5.0,1.8,C2,1.0,1.0,1,A,0.1636210158031875
52.3,139.0,7.1000000000000005,6.4,C3,3.0,,0,A,0.7295322753403695
47.7,89.0,0.9,4.2,C3,4.0,1.0,0,A,0.122675617590166
45.900000000000006,,4.7,4.7,C2,1.0,1.0,0,A,0.7506629367459541
48.2,,,3.8,C1,4.0,1.0,1,A,-1.1650343383268755
59.400000000000006,69.0,0.3,1.8,C5,3.0,0.0,1,A,-1.9974928572831945
44.3,111.0,1.1,2.9000000000000004,C2,3.0,0.0,0,,
49.7,128.0,-0.4,2.4000000000000004,C1,2.0,0.0,1,A,-0.5622079237113369
51.6,153.0,3.6,12.1,C5,2.0,0.0,0,A,1.3323893821266164
62.6,70.0,5.6000000000000005,,C3,4.0,1.0,0,A,0.6726804787474164
47.8,,4.4,3.5,C2,1.0,1.0,0,A,-1.4859929757403716
57.8,131.0,-1.5,-4.9,C3,2.0,0.0,0,A,0.5465127883883333
60.0,,0.7000000000000001,0.3,C1,2.0,1.0,1,A,-0.719933216593235
49.6,61.0,5.800000000000001,8.3,C2,2.0,1.0,1,A,-2.795485199840633
48.5,100.0,2.3000000000000003,-4.800000000000001,C1,2.0,0.0,0,A,2.095848593209941
47.5,84.0,0.5,4.2,C4,1.0,0.0,0,A,0.8803011601797901
48.1,63.0,2.9000000000000004,-0.9,C1,,1.0,1,A,-0.5435799681208033
57.0,110.0,-0.7000000000000001,-3.2,C1,3.0,1.0,1,A,-0.2424500761145997
52.0,119.0,-1.7000000000000002,-0.9,C1,3.0,1.0,1,A,1.65678365949432
52.0,108.0,6.9,2.2,C2,5.0,1.0,0,A,0.5468239105612172
41.2,,1.5,1.6,C1,3.0,0.0,1,A,2.74972541220828
42.400000000000006,99.0,,-8.3,C2,3.0,1.0,0,A,0.1384504478315399
67.3,84.0,3.9,5.5,C3,1.0,0.0,0,A,-1.0964782119317102
48.7,97.0,1.8,0.8,C1,4.0,1.0,1,A,
44.0,96.0,2.7,0.7000000000000001,C4,3.0,0.0,0,A,1.1971686895632627
61.6,110.0,5.0,3.9,C4,4.0,0.0,0,A,0.6485221833145852
52.400000000000006,82.0,5.4,,C1,2.0,1.0,1,A,-0.4377446287033997
54.8,88.0,5.0,4.6000000000000005,C1,,0.0,1,A,-0.8828628808757099
49.1,91.0,6.0,2.8000000000000003,C2,4.0,0.0,1,A,0.385158992464816
47.6,121.0,3.2,-0.0,C1,2.0,0.0,1,A,1.0380140649213367
48.8,139.0,3.3000000000000003,-6.2,,3.0,0.0,0,A,1.952070075296111
39.1,117.0,0.2,4.4,C2,1.0,0.0,1,A,-1.4947096902532242
49.5,57.0,1.2000000000000002,-5.5,C3,2.0,0.0,0,A,-0.8097121069332203
52.5,79.0,1.1,6.2,C3,2.0,1.0,0,A,0.2153162776610316
65.0,143.0,-3.2,-5.4,C4,,0.0,0,A,-0.0437202446668635
50.8,137.0,0.8,4.2,C3,1.0,0.0,0,A,-0.4318376699700908
31.5,216.8507951103179,3.5,5.9,C1,4.0,0.0,1,A,0.4050434060119769
49.400000000000006,104.0,-0.9,1.6,C1,4.0,1.0,1,A,-1.0139705997695092
72.10000000000001,107.0,1.7000000000000002,0.1,C3,5.0,0.0,0,A,-2.3768183620472527
,120.0,-0.4,-7.1000000000000005,C3,5.0,0.0,0,A,1.340336610047482
43.7,72.0,,-1.0,C3,3.0,1.0,0,A,-0.5755159826889091
54.900000000000006,113.0,4.5,1.0,C2,4.0,1.0,1,A,-0.7842907697815288
44.2,58.0,-4.1000000000000005,-5.6000000000000005,C3,3.0,0.0,0,A,0.7265361174909492
39.3,38.0,-4.9,-11.1,C5,4.0,0.0,0,B,0.5366356814190929
47.400000000000006,179.0,1.7000000000000002,-1.3,C1,3.0,0.0,0,A,-0.9974370663852602
50.900000000000006,103.0,1.8,-12.4,C1,4.0,1.0,0,A,1.1092759922443904
35.2,133.0,-0.1,-3.0,C5,2.0,0.0,1,A,-0.277342846975094
41.0,126.0,0.2,-0.9,C4,4.0,1.0,1,A,0.3493200797384151
50.2,56.0,4.2,-1.2000000000000002,C1,3.0,0.0,1,A,0.1666249631679616
46.900000000000006,105.0,5.300000000000001,1.9,C2,2.0,0.0,1,A,0.9988009186622112
53.3,71.0,3.8,2.4000000000000004,C3,4.0,1.0,0,A,1.0381654416470123
40.400000000000006,76.0,1.3,3.8,C1,2.0,0.0,1,A,0.0122216483747145
55.900000000000006,59.0,-1.3,,C1,3.0,0.0,1,A,-0.0673878047387115
40.7,42.0,3.3000000000000003,2.6,C1,4.0,1.0,1,A,1.817055650495589
,100.0,-0.2,-1.9,C2,4.0,0.0,0,A,-0.7963794733565286
36.4,63.0,4.7,4.0,C1,4.0,0.0,1,B,-1.3027341092508375
41.400000000000006,87.0,6.300000000000001,11.5,C1,3.0,0.0,0,A,-0.0371216641879369
53.5,78.0,3.9,3.9,,3.0,1.0,1,A,-0.94085056987266
63.5,127.0,-2.4000000000000004,-2.6,C3,5.0,1.0,0,A,-0.3809258268701587
,135.0,4.5,6.9,C4,1.0,1.0,0,A,0.7903730012890969
54.7,115.0,6.5,4.3,C3,4.0,1.0,0,A,2.91625931101686
50.3,99.0,2.0,-3.5,C1,1.0,0.0,1,A,1.010590119255549
41.900000000000006,96.0,0.7000000000000001,1.0,C5,3.0,1.0,1,A,-0.5751366574909649
46.2,55.0,7.4,,C5,2.0,0.0,1,A,-0.5830330106638121
40.5,110.0,-2.3000000000000003,-4.6000000000000005,C1,4.0,0.0,1,A,-1.1504286617639767
39.900000000000006,51.0,0.5,1.1,C5,1.0,1.0,1,A,0.3304315222272677
53.400000000000006,148.0,4.3,-5.5,C2,4.0,0.0,0,A,1.8031029481417
41.2,106.0,4.1000000000000005,-0.3,C1,3.0,1.0,1,A,0.1328266990537948
52.7,120.0,0.3,-5.1000000000000005,,2.0,1.0,1,A,-1.2404623028271995
39.7,99.0,-2.0,-6.6000000000000005,C2,5.0,0.0,0,,1.966095594520519
52.5,104.0,,-2.2,C4,2.0,0.0,1,A,0.5018347106918268
46.2,73.0,-2.4000000000000004,-7.6,C2,2.0,1.0,0,A,-0.1833548645746296
61.400000000000006,94.0,-0.1,5.4,,3.0,1.0,0,A,1.2555456092026755
52.8,,4.5,4.3,C3,2.0,0.0,0,A,0.1990361906895286
60.1,120.0,-2.2,-6.9,C1,4.0,0.0,1,A,-0.007459245738112
44.1,60.0,6.7,-3.1,C3,1.0,1.0,0,A,-0.7137950525367754
50.6,115.0,4.3,-0.4,C2,4.0,0.0,1,B,-1.322333271086278
42.3,96.0,-0.4,,C1,3.0,0.0,0,A,-0.4686024965685995
46.8,86.0,-1.5,-5.6000000000000005,C2,4.0,0.0,0,,1.4520331815539913
48.1,73.0,-1.8,7.6,C4,2.0,0.0,0,A,0.3730347014837252
44.3,110.0,2.4000000000000004,-6.5,C3,1.0,1.0,0,A,0.4713752483770977
40.400000000000006,110.0,3.3000000000000003,1.5,C3,4.0,,1,A,-1.4792366866380544
38.8,90.0,2.3000000000000003,-0.1,C1,1.0,1.0,1,A,2.97235191232591
31.4,71.0,-0.7000000000000001,,C3,3.0,1.0,0,A,-0.3539395985569213
41.7,,6.0,-4.5,C3,4.0,0.0,0,A,0.2678214380906453
134.51867350217316,122.0,2.7,0.6000000000000001,C5,5.0,0.0,1,A,1.944923833300832
37.4,62.0,-2.4000000000000004,-2.9000000000000004,C3,2.0,0.0,0,A,0.1186932636887563
39.2,48.0,5.7,6.4,C1,,0.0,1,A,-2.13273619336993
64.5,155.0,3.5,3.5,C5,4.0,0.0,0,A,0.8209571933644161
45.1,64.0,1.6,5.0,,5.0,1.0,0,A,-1.3858222554688877
52.7,54.0,2.9000000000000004,-7.7,C1,4.0,1.0,0,A,-0.0965154885798168
-24.01867350217315,144.0,3.6,0.5,C3,1.0,0.0,0,A,0.3602355976499801
55.5,62.0,2.1,10.8,C1,5.0,0.0,1,A,1.5543238877548502
38.0,69.0,4.2,6.6000000000000005,C3,1.0,0.0,1,A,1.7796401348731985
48.3,68.0,3.0,-5.2,C1,2.0,1.0,1,A,1.6300067944559913
37.2,59.0,2.7,1.2000000000000002,C3,2.0,1.0,0,A,-0.4025454044567794
69.7,193.0,2.6,-3.8,C1,3.0,0.0,0,A,-0.290326837564848
37.4,76.0,5.1000000000000005,1.0,C4,2.0,0.0,1,A,0.5843196796967096
41.8,96.0,0.3,,C1,1.0,,1,A,0.4875727478937126
41.8,,3.2,5.300000000000001,C1,4.0,1.0,1,A,-0.4436663625369153
38.2,63.0,4.9,-3.7,C1,3.0,1.0,0,A,-0.1234513695198692
61.0,148.0,6.800000000000001,1.1,C2,3.0,0.0,0,A,-1.2306069296644695
69.5,143.0,7.5,4.9,C3,4.0,1.0,0,A,-0.5013945643364262
